feature_name,办税服务厅代码,等候超时率,窗口日平均票号量,平均办理时间,平均等待时间,日均业务量,日均服务人次,占空比
weighs,0.10926460692521496,0.1609239112367863,0.11235522126781998,0.11915389875857678,0.10288328029136878,0.13439432541497634,0.16461151656361322,0.09641323954164373
CI,5.070809967958458
CR,3.5963191262116725
